"ID","damage","kills","rifle","sniper","pistol","smg","grenade","preplant.kill","postplant.kill","fast_kill_rating..first_kill.","total.kills","total.deaths","avg.kill.time","assists","alone.kills","Avg.Distance.to.A.bomb..on.kill.","times.in.catwalk_box","times.in.topmid_box","times.in.chair_box","times.in.midlane_box","times.in.underpass_box","times.in.window_box","times.in.stairs_box","times.in.tetris_box","times.in.sandwhich_box","times.in.Asite_box","times.in.firebox_box","times.in.jungle_box","times.in.connector_box","times.in.opening_box","times.in.opening2_box","times.in.A_main_box","times.in.T_ramp_box","times.in.hell_box","times.in.palace_box","times.in.pillars_box","times.in.ticket_box","times.in.CT_ramp_box","alone_death","total_distance_traveled","Role"
76561198076100496,2370,21,16,2,0,3,0,19,2,5,21,12,111.67909,25,2,111.9349077,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,2,6723.75896,1
76561198016696000,515,4,4,0,0,0,0,3,1,5,4,12,596.8996333,11,0,611.0733078,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4273.270813,0
76561198023316992,775,7,6,0,1,0,0,7,0,4,7,12,395.3764833,13,1,443.6815527,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5678.058452,0
76561198025933600,1524,16,4,11,1,0,0,13,3,4,16,11,142.9699333,18,4,131.1850905,0,1,0,0,0,2,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,2,5338.12735,3
76561197984342704,1302,12,6,5,1,0,0,9,3,5,12,15,196.0133727,12,4,197.860948,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,1,2,0,0,0,5,7132.328919,1
76561198258350496,1060,8,8,0,0,0,0,8,0,5,8,14,318.0113714,13,0,228.2634368,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,3200.186515,0
76561198379026496,1608,15,8,5,2,0,0,13,2,5,15,13,153.0793571,20,1,167.8290854,0,2,0,0,0,4,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2,5404.08953,3
76561198116645296,1509,14,13,0,0,1,0,13,1,4,14,14,160.6776308,16,4,155.8286374,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1,0,0,0,4,3686.674157,2
76561198385481504,1133,10,8,0,0,2,0,10,0,5,10,8,220.8600444,11,2,266.2450236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5850.649853,2
76561198060633504,1290,15,10,0,0,5,0,13,2,5,15,11,170.24425,3,3,193.5273777,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,1,5240.38721,2
76561198213441792,1655,13,12,0,0,1,0,12,1,5,13,11,187.6165833,17,2,163.1515355,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,4900.439643,4
76561198254084800,1124,10,6,4,0,0,0,10,0,5,10,9,250.3116667,12,2,252.1473731,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,5342.035836,2
76561198176890304,1162,10,9,1,0,0,0,8,2,4,10,9,251.0756556,19,2,260.4328373,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,3,5450.681108,2
76561198086233200,1207,13,12,0,1,0,0,11,2,4,13,13,154.3056417,11,2,145.6705772,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,5629.194206,0
76561198048296992,1200,12,11,0,1,0,0,9,3,3,12,9,206.9256636,13,3,195.3761698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4105.616052,4
76561198073585408,988,7,1,5,0,1,0,7,0,4,7,11,382.3901333,14,0,379.5298318,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6220.529204,1
76561197975648000,856,6,6,0,0,0,0,5,1,4,6,13,450.92344,14,0,420.3370336,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,5070.080848,0
76561198043489504,970,7,3,4,0,0,0,4,3,5,7,12,283.9421,14,3,284.2697401,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7472.97995,0
76561198168699296,1626,19,19,0,0,0,0,18,1,5,19,10,112.5763222,20,4,96.29720853,1,2,0,0,0,0,0,0,0,6,0,0,2,1,0,0,1,2,0,0,0,0,4,5793.410272,1
76561198280393408,1483,12,12,0,0,0,0,11,1,5,12,12,211.6563182,11,2,223.1677249,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,4586.610462,2
76561198320775696,765,4,1,2,0,1,0,4,0,5,4,8,462.6211333,9,0,450.9757743,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4040.585047,3
76561198390246096,700,7,4,2,1,0,0,6,1,4,7,9,245.2561,7,1,209.778256,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3640.406722,0
76561198388246496,725,4,1,0,0,2,0,4,0,5,4,9,97.22266667,11,1,111.120133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5137.028364,1
76561198243727392,705,6,0,2,3,1,0,5,1,4,6,7,224.71096,10,2,286.4451145,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,4034.98774,2
76561198262818304,489,5,4,0,0,1,0,5,0,4,5,8,333.731575,5,2,326.3466412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,4215.509914,4
76561198347189504,918,13,5,4,4,0,0,10,3,5,13,5,123.0188833,15,2,105.6339019,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,5599.608175,1
76561198376752304,1045,7,7,0,0,0,0,6,1,5,7,8,114.1492833,11,2,118.9958283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3974.649217,1
76561198173503696,621,6,5,1,0,0,0,6,0,4,6,7,238.85042,10,2,272.2340518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4093.748791,2
76561198367311808,551,6,6,0,0,0,0,5,1,5,6,4,298.84742,9,1,241.1209498,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3003.893803,0
76561198101908704,1066,11,9,2,0,0,0,10,1,3,11,4,130.46909,3,4,163.5748873,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,4963.972096,4
76561198097008096,627,8,4,4,0,0,0,8,0,5,8,13,334.8110571,6,2,322.1348811,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2724.589927,4
76561198359484992,928,5,3,2,0,0,0,5,0,5,5,9,299.17095,11,3,223.4087493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4987.463552,2
76561198115840496,1848,24,22,0,0,1,1,19,5,5,24,8,99.69506087,16,0,94.68545048,0,0,0,1,0,0,0,0,2,0,0,0,8,0,3,1,0,0,0,0,0,2,0,4979.243741,1
76561198322317296,955,8,5,2,0,1,0,7,1,4,8,7,271.6321857,11,1,304.401934,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4745.295863,2
76561198320915104,739,9,7,1,0,1,0,9,0,3,9,10,289.7992625,8,1,293.428745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5425.040241,0
76561198261026304,1506,15,7,2,3,3,0,14,1,4,15,17,161.7756357,14,0,162.5507966,4,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,5504.237658,1
76561198334411296,508,5,3,2,0,0,0,3,2,5,5,5,459.425475,6,1,414.1591737,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2613.747281,2
76561198058437104,859,7,7,0,0,0,0,6,1,5,7,11,262.5981667,14,2,207.609237,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,5358.64868,2
76561198057844608,1493,16,2,11,0,3,0,16,0,5,16,10,149.44256,15,0,164.535708,0,4,0,0,1,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,1,4703.186215,3
76561198158615392,713,4,2,0,2,0,0,4,0,5,4,11,546.583,7,2,516.9506781,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4204.218705,4
76561198172918208,1051,11,6,1,1,3,0,10,1,4,11,6,195.45405,12,3,247.7962518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3617.564025,2
76561198126696304,914,10,10,0,0,0,0,10,0,5,10,8,213.5733889,7,0,193.6833353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,3319.514408,0
76561198036336800,971,14,11,3,0,0,0,11,3,3,14,6,145.4543385,10,5,168.9330325,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4544.011059,2
76561198367555104,536,8,6,0,0,2,0,8,0,5,8,6,148.7542857,7,0,154.0853842,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3860.433702,0
76561198034068000,343,3,3,0,0,0,0,2,1,5,3,5,677.4285,6,0,710.4268349,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2220.882205,0
76561198101762208,1476,15,11,4,0,0,0,14,1,5,15,17,120.9130429,15,3,101.5547452,0,1,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,5280.63645,0
76561198204766704,271,2,0,2,0,0,0,2,0,5,2,2,53.4142,2,1,170.334274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,683.5762608,1
76561198082044992,547,3,2,0,0,1,0,3,0,4,3,9,447.22285,9,0,625.2958032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3010.076018,2
76561198331671696,502,3,2,1,0,0,0,3,0,5,3,13,913.464,7,2,834.2229617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3864.814957,4
76561198171306496,834,9,9,0,0,0,0,7,2,5,9,6,60.8215,3,0,70.89759532,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3140.206944,1
76561198373044704,665,5,5,0,0,0,0,5,0,5,5,7,418.966625,9,0,289.5375504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2982.448467,2
76561198058437104,409,4,4,0,0,0,0,0,4,5,4,7,8.721666667,6,4,47.38592206,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2563.493191,0
76561198122538896,401,2,1,0,0,1,0,2,0,4,2,7,1591.996,5,0,1175.440633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2501.8924,3
76561198369427200,129,1,1,0,0,0,0,1,0,5,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1919.751804,1
76561198271592096,872,9,6,1,0,2,0,8,1,4,9,7,214.809175,10,3,200.1428123,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,4325.91927,4
76561198413216896,789,5,4,1,0,0,0,2,3,4,5,5,168.7479,11,0,253.3395711,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3153.595326,0
76561198391145104,749,8,2,4,2,0,0,7,1,5,8,4,255.7627286,10,0,229.1248834,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2790.271418,0
76561198097291296,1180,14,12,2,0,0,0,9,5,5,14,3,133.6570538,11,0,91.88279117,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2864.9635,1
76561198204060496,394,4,4,0,0,0,0,4,0,5,4,5,178.212,8,0,149.0347468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690.092702,0
76561198274241504,537,4,4,0,0,0,0,4,0,5,4,4,297.197,5,0,323.6884978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1374.601267,0
76561198107949600,874,6,4,2,0,0,0,6,0,5,6,10,184.14282,10,1,158.7251703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3707.282781,0
76561198339677792,870,9,7,0,0,2,0,9,0,4,9,8,209.3005875,9,2,245.9139977,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3945.74906,2
76561198159006704,935,9,2,6,1,0,0,9,0,3,9,8,112.1156375,11,2,103.855992,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,2698.923287,3
76561198080849104,480,3,1,1,0,1,0,2,1,5,3,7,310.979,7,1,522.3951565,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3202.518935,3
76561198252584096,435,5,4,0,1,0,0,4,1,5,5,9,167.45455,7,1,282.5442158,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3774.822229,2
76561198321805104,763,8,3,5,0,0,0,8,0,5,8,6,94.70588571,12,0,48.85350093,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3734.64591,3
76561198120043696,945,8,4,3,0,0,1,7,1,5,8,7,253.9377286,11,0,259.3360619,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,3883.415141,0
76561198056165200,1027,11,7,2,2,0,0,11,0,4,11,6,175.06486,11,4,153.5902634,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,3717.604127,2
76561198120296400,661,6,6,0,0,0,0,6,0,5,6,7,252.57838,10,2,230.1795746,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,3815.361282,2
76561198265845104,919,9,9,0,0,0,0,7,2,5,9,6,203.8222,5,4,177.7343852,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,3,3595.291689,2
76561197960973200,1433,15,7,7,0,0,1,11,4,5,15,7,164.1217071,14,4,140.3549563,0,2,0,0,0,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,4707.962036,3
76561198238918800,600,4,3,1,0,0,0,2,2,5,4,9,407.1733333,9,2,215.8441451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4348.146014,2
76561198273483296,657,6,2,3,0,1,0,6,0,5,6,9,298.60574,7,1,254.4032706,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4788.810064,2
76561198062438896,1012,8,8,0,0,0,0,7,1,5,8,9,194.1308571,10,3,279.5499108,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,4576.523955,4
76561198170631200,429,7,6,0,0,0,1,4,3,5,7,9,209.1108333,3,3,229.3519222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5449.842255,4
76561198275875904,325,1,1,0,0,0,0,1,0,5,1,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1982.481762,1
76561197998694896,880,9,4,1,0,4,0,7,2,5,9,7,201.82925,11,0,150.8498534,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4975.596867,0
76561198165446704,615,5,5,0,0,0,0,4,1,5,5,10,398.3661,8,1,353.7879472,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4572.513644,0
76561198086068608,1153,15,11,2,1,0,0,9,6,4,15,9,160.5614714,14,3,148.4612847,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,2,5852.347759,0
76561198022810000,1480,13,8,4,1,0,0,11,2,4,13,6,184.2599417,4,2,179.6687081,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,0,5066.937632,4
76561198232635904,1482,12,5,3,1,3,0,9,3,4,12,16,162.2471091,19,0,127.2812606,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,8332.384589,1
76561198162929904,2292,23,15,7,1,0,0,17,6,5,23,15,92.3124,19,2,79.06012896,0,0,0,3,0,2,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,1,7889.490255,1
76561198340346096,98,1,0,1,0,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269.0639281,1
76561198125654800,1544,14,13,0,0,1,0,13,1,5,14,16,139.8319692,15,0,153.1631428,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,6301.591255,1
76561198139187808,1074,12,7,0,0,5,0,9,3,5,12,7,146.5207091,12,2,151.7577979,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,1,2,4281.377744,4
76561198283337408,1084,11,6,5,0,0,0,8,3,4,11,13,162.36668,13,0,114.6156468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,6069.200569,1
76561198367626896,873,9,3,2,4,0,0,8,1,5,9,15,172.29835,11,6,149.628568,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,3,4887.716,4
76561198362346000,432,3,1,0,0,2,0,2,1,4,3,12,508.0934,7,1,329.1070807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5468.184659,3
76561198086722304,1065,18,15,0,0,3,0,9,9,3,18,10,108.4746529,15,10,87.84811353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,8053.381612,4
76561198316135808,1241,13,7,4,0,2,0,10,3,5,13,12,124.8616167,5,8,125.4032887,1,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,5,6194.965484,4
76561198159402800,706,8,7,0,0,0,0,7,1,5,8,6,283.7310286,7,1,298.3481122,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,2060.428293,0
76561197960621792,765,5,4,0,0,1,0,4,1,4,5,7,278.738475,11,2,245.7814679,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2422.66237,2
76561198013879696,571,5,1,4,0,0,0,4,1,4,5,8,474.5463,8,3,509.3619869,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,4158.330163,4
76561198106307104,625,4,2,1,0,0,0,2,2,5,4,8,587.6315333,9,0,680.6295818,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2266.589572,2
76561198054164000,1045,12,6,0,6,0,0,10,2,5,12,7,164.5286727,11,3,101.4237989,1,0,0,1,0,0,0,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,2,3297.106353,0
76561198065350208,919,6,4,2,0,0,0,5,1,5,6,9,375.93596,9,1,330.2240144,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3844.795879,2
76561198078958896,861,9,0,5,3,1,0,6,3,4,9,4,227.7507625,10,1,241.4352528,1,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,1844.334353,3
76561198155115104,789,11,10,0,0,0,0,9,2,5,11,5,190.34051,9,0,180.2602117,0,1,0,0,0,0,1,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2252.898615,1
76561198084109904,936,6,2,0,1,0,0,5,1,5,6,8,366.78326,13,1,381.3192878,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2779.783475,0
76561198104645792,455,4,3,0,1,0,0,4,0,4,4,8,563.3223667,2,0,447.2949253,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2504.710878,2
76561198259095904,1029,10,9,1,0,0,0,6,4,5,10,6,238.1285,12,2,248.3877721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3532.808579,2
76561198364082208,975,10,9,0,0,1,0,7,3,5,10,6,249.7227778,13,5,231.5124652,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,3826.454806,2
76561198121862704,676,6,5,1,0,0,0,6,0,4,6,6,517.28096,9,0,512.8643372,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068.27739,0
76561198306303200,970,9,0,8,0,0,0,8,1,5,9,7,312.2421375,9,4,318.2425169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4365.439246,3
76561198047953296,743,6,5,0,0,1,0,4,2,3,6,6,437.68436,9,2,423.0555781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3707.697061,4
76561198136756192,1357,14,4,9,0,1,0,10,4,5,14,8,197.9587308,15,5,190.5994818,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,4548.852861,3
76561198005010304,447,4,4,0,0,0,0,4,0,5,4,8,533.5096667,8,0,496.6082048,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2206.27378,0
76561198265845104,825,4,4,0,0,0,0,2,2,4,4,9,239.1982,11,0,223.5125993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3326.90959,2
76561198129438304,657,6,3,1,1,1,0,5,1,5,6,9,266.337,7,3,249.3049179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3950.375917,2
76561198228247296,379,3,1,0,2,0,0,2,1,5,3,7,156.94535,4,1,393.8896558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4157.002843,3
76561198087114704,1010,11,4,7,0,0,0,9,2,5,11,6,160.90304,11,3,181.8862769,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,3015.789613,3
76561197979944992,829,8,5,3,0,0,0,5,3,5,8,7,308.1729857,10,4,281.3075178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,5900.91025,2
76561198034991696,1362,10,10,0,0,0,0,10,0,5,10,13,202.4313222,15,0,196.7092168,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,3183.687052,0
76561198041338208,764,7,5,0,0,2,0,4,3,5,7,9,298.4785667,9,2,217.0082037,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,4103.100264,2
76561198075953792,1389,14,9,4,1,0,0,12,2,3,14,9,159.3722462,10,4,160.3123018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,1,0,3,5030.269046,4
76561198068766496,655,5,5,0,0,0,0,4,1,5,5,12,235.61675,11,0,242.3305358,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2210.265803,0
76561198081647296,610,7,6,1,0,0,0,4,3,5,7,8,249.4676333,10,1,205.0155449,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,3595.647504,0
76561198067129504,1724,16,3,12,0,0,0,10,6,4,16,9,142.51154,17,5,131.21815,2,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,1,6569.578125,3
76561198021383600,917,7,6,0,0,1,0,6,1,4,7,12,352.4234167,12,0,410.2509193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3372.874742,2
76561198051935504,751,9,5,3,1,0,0,6,3,5,9,9,235.206375,4,3,180.9403913,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,3,5469.842132,2
76561198100601296,745,7,7,0,0,0,0,7,0,4,7,8,303.4096333,11,0,318.8551127,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,0,0,0,0,0,2200.243935,0
76561198115467200,420,3,2,0,1,0,0,3,0,5,3,8,648.795,7,1,675.8006374,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2453.084212,2
76561198279538000,604,6,2,4,0,0,0,6,0,5,6,7,266.16358,6,0,320.7463112,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2928.392575,0
76561198076372096,463,5,1,4,0,0,0,4,1,3,5,7,331.82145,7,1,301.7613171,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2740.116597,3
76561198265845104,467,1,1,0,0,0,0,0,1,5,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1717.957235,1
76561198219551504,1093,9,2,7,0,0,0,9,0,3,9,5,158.463225,9,3,178.2968676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,2129.83434,3
76561198149765696,825,8,6,0,0,0,1,7,1,5,8,4,195.7211571,9,0,219.9243838,0,0,0,1,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2831.621392,0
76561198138250304,423,2,1,0,0,1,0,2,0,5,2,7,1583.5777,6,0,1654.577826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2530.144623,3
76561198192048000,656,9,6,1,0,0,2,7,2,4,9,4,232.2030875,9,1,197.2551216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,2756.110395,0
76561198337951904,792,9,8,0,1,0,0,7,2,5,9,2,206.62155,2,0,194.0174877,0,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1956.638124,0
76561198081052800,1312,8,5,0,2,1,0,7,1,5,8,12,335.4574429,14,2,285.498643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,7517.850843,2
76561198061013408,1114,9,8,0,0,1,0,7,2,4,9,12,332.78205,13,3,297.7614295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,4341.335699,4
76561197999633792,1192,13,3,7,3,0,0,12,1,4,13,9,182.3231917,16,4,146.6659487,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,6181.185747,1
76561198210943504,2013,21,8,11,2,0,0,16,5,4,21,9,120.28843,22,5,128.1525453,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,3,8532.405194,3
76561198113386896,1389,15,15,0,0,0,0,13,2,3,15,14,170.6329571,15,5,155.522586,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,0,0,2,7489.389281,4
